file_in,title,context,doi
10.1111_j.1528-3585.2012.00471.x,Disaggregating torture allegations: introducing the ill-treatment and torture (itt) country-year data,ller. those results will be made available in our replication data set upon publication. 212 disaggregating torture allegations downloaded from https://academic.oup.com/isp/article/14/2/199/1857774 by australian national university user on 09 august 2021 t able 4. determinants of torture allegations across government agencies unnamed police priso,10.1111/j.1528-3585.2012.00471.x
10.1111_j.1528-3585.2012.00471.x,Disaggregating torture allegations: introducing the ill-treatment and torture (itt) country-year data,"cutpoints omitted above, but are available in our replication files.) 214 disaggregating torture allegations downloaded from https://academic.oup.com/isp/article/14/2/199/1857774 by australian national university user on 09 august 2021 of greater protection to marginalized minority groups, which is consistent with the concerns ",10.1111/j.1528-3585.2012.00471.x
10.1111_j.1540-5907.2009.00427.x,How to analyze political attention with minimal assumptions and costs,"mentary materials, including web appendices and a replication archive with data and r package, can be found at http://www.legislativespeech.org. lution (carmines and stimson 1989; wolbrecht 2000). conventional approaches to the problem of identifying and coding topic attention have used trained human coders to rea",10.1111/j.1540-5907.2009.00427.x
10.1111_j.1540-5907.2009.00428.x,A method of automated nonparametric content analysis for social science,"138 (king@harvard.edu, http://gking.harvard.edu). replication materials are available at hopkins and king (2009); see http://hdl.handle.net/1902.1/12898. our special thanks to our inde- fatigable undergraduate coders sam caporal, katie colton, nicholas hayes, grace kim, matthew knowles, katherine mccabe, andrew prokop, a",10.1111/j.1540-5907.2009.00428.x
10.1111_j.1540-5907.2009.00429.x,Testing for interaction in binary logit and probit models: is a product term essential?,"er and michael peress for their helpful comments. replication data for analyses presented are available at http: //garnet.acns.fsu.edu/∼wberry/. 1 we examined all articles appearing in the 2005 issues of american journal of political science, american political science review, and journal of politics; and the ",10.1111/j.1540-5907.2009.00429.x
10.1111_j.1540-5907.2009.00429.x,Testing for interaction in binary logit and probit models: is a product term essential?,". after we discov- ered some discrepancies in the replication data set (available at http: //pantheon.yale.edu/%7envm4/replicate/replicate.htm), marinov reported to us that his published results rely on a different in- dicator of wealth for the product term containing this variable (gnp) ",10.1111/j.1540-5907.2009.00429.x
10.1111_j.1540-5907.2010.00471.x,The strategy of territorial conflict,problems in the article remain my responsibility. replication materials are available at http://www.personal.psu.edu/dbc10/territorialstrategy.html. ties and states’ propensity and ability to escalate and fight militarized conflicts. despite the existence of numerous similar cases in which a ,10.1111/j.1540-5907.2010.00471.x
10.1111_j.1540-5907.2010.00473.x,Settled borders and regime type: democratic transitions as consequences of peaceful territorial transfers,in the former yugoslavia related to this project. supplementary materials and replication files can be found at http://bama.ua.edu/∼dmgibler. 1 we use the term conflict below to denote conflict involving military force between countries. 2 the conflict literature has actually been exceptional in differentiating acr,10.1111/j.1540-5907.2010.00473.x
10.1111_j.1540-5907.2010.00487.x,Statistical critiques of the democratic peace: caveat emptor,d the anonymous reviewers. all errors are my own. replication files and links to data are available at http://www.allandafoe.com/. additional analyses are reported in this article’s supporting information (si). 1 a survey of ir specialists judged the study of the democratic peace to be the most productive ,10.1111/j.1540-5907.2010.00487.x
10.1111_j.1540-5907.2010.00492.x,Foreign aid shocks as a cause of violent armed conflict,"nternational studies at brigham young university. replication materials and a supporting information appendix are available at http://dvn.iq.harvard.edu/dvn/dv/rnielsen and http://politicalscience.byu.edu/faculty/mfindley/. the largest source of government revenue. flush with international aid, the government successfully managed",10.1111/j.1540-5907.2010.00492.x
10.1111_j.1540-5907.2010.00497.x,Campaign persuasion and nascent partisanship in mexico's new democracy,"may 2006 to july 2006 (postelection) for complete supporting information and replication data, see http://kgreene.webhost.utexas.edu/. please note: wiley-blackwell is not responsible for the content or functionality of any supporting materials sup- plied by the authors. any queries (other than missing ",10.1111/j.1540-5907.2010.00497.x
10.1111_j.1540-5907.2010.00501.x,"Foreign aid, democratization, and civil conflict: how does democracy aid affect civil conflict?", the editor for helpful comments and suggestions. replication data and a supplementary technical appendix are available at http: //www.pitt.edu/∼burcu. 1 these countries experienced at least a three-point increase in their net democracy score (democracy-autocracy) according to the polity iv dataset and did not experience any ,10.1111/j.1540-5907.2010.00501.x
10.1111_j.1540-5907.2010.00503.x,Make it rain? Retrospection and the attentive electorate in the context of natural disasters,", boston, ma 02215 (areeves@bu.edu). all data and replication materials are available from http://people.bu.edu/areeves. sition. few citizens can identify their numerous elected officials (delli carpini and keeter 1996). fewer still grasp the complex processes driving political outcomes. despit",10.1111/j.1540-5907.2010.00503.x
10.1111_j.1540-5907.2010.00507.x,Business as usual? Economic responses to political tensions,"na gocaj provided valuable research assistance. 1 supporting information files and replication data are available at http://www.princeton.edu/∼cldavis/research/. of force, and to war. while most analysis of the inter- dependence debate focuses on militarized disputes, we analyze the shift at the lower level from normal ",10.1111/j.1540-5907.2010.00507.x
10.1111_j.1540-5907.2011.00508.x,Catch us if you can: election monitoring and international norm diffusion,"y of michigan, and university of rochester. 1 for replication data, see http://hyde.research.yale.edu. data on election observation were collected with the support of the university of california’s institute on global conflict and cooperation, the brookings institution, yale’",10.1111/j.1540-5907.2011.00508.x
10.1111_j.1540-5907.2011.00509.x,"Immigration, globalization, and unemployment benefits in developed eu states",ul comments; any remaining errors are ours alone. replication data for our model can be found at http://www- polisci.tamu.edu/faculty/lipsmeyer/. the literatures’ typical foci on capital-driven theories by focusing on the integration of labor markets. we are interested in uncovering whether im- migra,10.1111/j.1540-5907.2011.00509.x
10.1111_j.1540-5907.2011.00510.x,"Foreign direct investment, regime type, and labor protest in developing countries","ily sydnor for their skilled research assistance. replication data for the analyses presented here can be found at http://home.gwu.edu/∼ejt/. 1 new york times, june 14, 2010, “in china, unlikely labor leader just wanted a middle-class life.” 2 financial times, june 13, 2010, “honda workers fear management ‘lock-in.’” ",10.1111/j.1540-5907.2011.00510.x
