name,type,url,file_id,description,published_at,file_type,file_content_type,size_in_bytes,md5,checksum.type,checksum.value,unf,file_persistent_id,dataset_name,dataset_id,dataset_persistent_id,dataset_citation,dataverse_identifier,file_name,dataset_global_id,i.name,i.published_at
Discussants Model Table 1.smcl,file,https://dataverse.harvard.edu/api/access/datafile/3742225,3742225,"",2020-06-01,Stata Markup and Control Language,application/x-stata-smcl,64606,e484a3acf4ea09385cf4125a4749cd76,MD5,e484a3acf4ea09385cf4125a4749cd76,"",doi:10.7910/DVN/5VEL6S/WEK1HD, do as i say or do as i do? how social relationships shape the impact of descriptive and injunctive norms of voting,3742222,10.7910/DVN/5VEL6S,"Fieldhouse, Edward, 2020, """"Replication data for """"Do as I say or do as I do? How social relationships shape the impact of descriptive and injunctive norms of voting"""""""", https://doi.org/10.7910/DVN/5VEL6S, Harvard Dataverse, V1, UNF:6:QQEL86mizJ6KnNNZu4jE+g== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
codebook_municipality.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3742265,3742265,Codebook for dataset on Dutch municipalities,2020-06-01,Adobe PDF,application/pdf,276926,ace46d89897dab8caee85350c76d8ad8,MD5,ace46d89897dab8caee85350c76d8ad8,"",doi:10.7910/DVN/9TSJTY/DNDNEA, they take our houses benefit competition and the erosion of support for immigrants' social rights,3742242,10.7910/DVN/9TSJTY,"Hooijer, Gerda, 2020, """"Replication Data for: """"They Take Our Houses"""": Benefit Competition and the Erosion of Support for Immigrants' Social Rights"""", https://doi.org/10.7910/DVN/9TSJTY, Harvard Dataverse, V1, UNF:6:9PGr9aJgmbZmdF7U+pVj8g== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
commands.do,file,https://dataverse.harvard.edu/api/access/datafile/3744354,3744354,.do file containing all commands to merge source files and reproduce all output files,2020-09-02,Stata Syntax,application/x-stata-syntax,124318,365b733b19103866378976b18c7da739,MD5,365b733b19103866378976b18c7da739,"",doi:10.7910/DVN/TRA0B6/XZULXV, conversionary protestants do not cause democracy,3744353,10.7910/DVN/TRA0B6,"Polansky, Jakub; Nikolova, Elena, 2020, """"Replication Data for: Conversionary Protestants do not cause democracy"""", https://doi.org/10.7910/DVN/TRA0B6, Harvard Dataverse, V1, UNF:6:WviHQ8m+0JWJHsL4PKNY9g== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
materials.tar.gz,file,https://dataverse.harvard.edu/api/access/datafile/3754617,3754617,"",2020-07-07,Gzip Archive,application/x-gzip,3992236,2f563aee07b5ccacfc626d4c02af9a40,MD5,2f563aee07b5ccacfc626d4c02af9a40,"",doi:10.7910/DVN/R5YV1L/FMNEAH," economic opportunities, emigration and exit prisoners",3754526,10.7910/DVN/R5YV1L,"Horz, Carlo M.; Marbach, Moritz, 2020, """"Replication Data for: Economic Opportunities, Emigration and Exit Prisoners"""", https://doi.org/10.7910/DVN/R5YV1L, Harvard Dataverse, V1",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
data_1990_factor.RData,file,https://dataverse.harvard.edu/api/access/datafile/3780933,3780933,"",2020-09-02,R Data,application/x-rlang-transport,75585,8986605466e75ef402668d1aa9d948d9,MD5,8986605466e75ef402668d1aa9d948d9,"",doi:10.7910/DVN/4HSUXH/9JNNPQ, many ways to be right cross-pressured voters in western europe,3780902,10.7910/DVN/4HSUXH,"Gidron, Noam, 2020, """"Replication Data for: Many Ways to be Right: Cross-pressured Voters in Western Europe"""", https://doi.org/10.7910/DVN/4HSUXH, Harvard Dataverse, V1, UNF:6:ehuEZ+0z26oCG1RRkNlgxQ== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
0. AccountabilityDescriptive.R,file,https://dataverse.harvard.edu/api/access/datafile/3788918,3788918,"",2020-05-27,R Syntax,type/x-r-syntax,1756,6cbadb266ca415d4846bac12d62466da,MD5,6cbadb266ca415d4846bac12d62466da,"",doi:10.7910/DVN/S4YXQB/SIIFXD, hawkish partisans how political parties shape nationalist conflicts in china and japan,3788915,10.7910/DVN/S4YXQB,"Mattingly, Daniel; Incerti, Trevor; Rosenbluth, Frances; Takana, Seiki; Yue, Jiahua, 2020, """"Replication Data for: Hawkish Partisans: How Political Parties Shape Nationalist Conflicts in China and Japan"""", https://doi.org/10.7910/DVN/S4YXQB, Harvard Dataverse, V1, UNF:6:buDbYseMies6ECMXeHCmqA== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
ab_side.RData,file,https://dataverse.harvard.edu/api/access/datafile/3789289,3789289,"",2020-07-27,R Data,application/x-rlang-transport,26381633,dd05b285fdc282001ff5443d65419ba8,MD5,dd05b285fdc282001ff5443d65419ba8,"",doi:10.7910/DVN/DJR0YC/WXGZPA, who benefits? how local ethnic demography shapes political favoritism in africa,3789265,10.7910/DVN/DJR0YC,"Beiser-McGrath, Janina; Müller-Crepon, Carl; Pengl, Yannick, 2020, """"Replication Data for: Who Benefits? How Local Ethnic Demography Shapes Political Favoritism in Africa"""", https://doi.org/10.7910/DVN/DJR0YC, Harvard Dataverse, DRAFT VERSION",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
attitudes_and_behavior_dataset.tab,file,https://dataverse.harvard.edu/api/access/datafile/3792766,3792766,"",2020-07-20,Tab-Delimited,text/tab-separated-values,2397,1c5916f4a1d9984c48f8d529eea05be1,MD5,1c5916f4a1d9984c48f8d529eea05be1,UNF:6:z5vnyX9H8iw8DrfZAjyFMg==,doi:10.7910/DVN/YJIZBJ/BFT8SD," real, but limited a meta-analytic assessment of framing effects in the political domain",3792737,10.7910/DVN/YJIZBJ,"Amsalem, Eran; Zoizner, Alon, 2020, """"Replication Data for: Real, but Limited: A Meta-Analytic Assessment of Framing Effects in the Political Domain"""", https://doi.org/10.7910/DVN/YJIZBJ, Harvard Dataverse, V1, UNF:6:a16wtad7iEyCjj9UfKIZBw== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
replication_code.do,file,https://dataverse.harvard.edu/api/access/datafile/3796812,3796812,"",2020-07-30,Stata Syntax,application/x-stata-syntax,36907,0914db3c8bed134752b0c75823a86c42,MD5,0914db3c8bed134752b0c75823a86c42,"",doi:10.7910/DVN/DDLCMO/7PKUGY, why do states intervene in the elections of others? the role of incumbent-opposition divisions,3796811,10.7910/DVN/DDLCMO,"Bubeck, Johannes; Jäger, Kai; Marinov, Nikolay; Nanni, Federico, 2020, """"Replication Data for: """"Why Do States Intervene in the Elections of Others? The Role of Incumbent-Opposition Divisions"""""""", https://doi.org/10.7910/DVN/DDLCMO, Harvard Dataverse, DRAFT VERSION, UNF:6:Ncx+Elnj4A6EQKBT5O8fFg== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
BJPS_replication_final.R,file,https://dataverse.harvard.edu/api/access/datafile/3799136,3799136,Replication code,2020-07-07,R Syntax,type/x-r-syntax,39408,5cae01cd35cb4ee2b61599c4a69476fc,MD5,5cae01cd35cb4ee2b61599c4a69476fc,"",doi:10.7910/DVN/WJPSJ2/YSPY3J, partisan context and procedural values attitudes towards presidential secrecy before and after the 2016 united states election,3799135,10.7910/DVN/WJPSJ2,"Berliner, Daniel, 2020, """"Replication Data for: Partisan Context and Procedural Values: Attitudes Towards Presidential Secrecy Before and After the 2016 United States Election"""", https://doi.org/10.7910/DVN/WJPSJ2, Harvard Dataverse, DRAFT VERSION, UNF:6:nsQjxRicS+wfMORPnjr10Q== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
BJPS_ReplicationFiles.R,file,https://dataverse.harvard.edu/api/access/datafile/3820553,3820553,Basic R file to replicate Tables 1 and 2 in reearch note,2020-07-30,R Syntax,type/x-r-syntax,1604,38127e61abf454e665a8ddc0bf9809b4,MD5,38127e61abf454e665a8ddc0bf9809b4,"",doi:10.7910/DVN/GNL6XG/IU42CZ, archived attributes an internet-text approach to measuring legislator attitudes and behavior,3820552,10.7910/DVN/GNL6XG,"GADE, EMILY, 2020, """"Replication Data for: Archived Attributes: An Internet-text approach to measuring legislator attitudes and behavior"""", https://doi.org/10.7910/DVN/GNL6XG, Harvard Dataverse, V1, UNF:6:bTbHKr8RRVbFsiVLgd1S7w== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
Norway_codebook_data.docx,file,https://dataverse.harvard.edu/api/access/datafile/3820661,3820661,"",2020-05-01,MS Word,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21931,a49d096f11906d15492a8da23f02fdbe,MD5,a49d096f11906d15492a8da23f02fdbe,"",doi:10.7910/DVN/AN1SDD/JFZWP9, birth order and voter turnout,3820658,10.7910/DVN/AN1SDD,"Oskarsson, Sven, 2020, """"Replication Data for """"Birth Order and Voter Turnout"""""""", https://doi.org/10.7910/DVN/AN1SDD, Harvard Dataverse, V1",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
CCES18_CD_OUTPUT_vv.dta,file,https://dataverse.harvard.edu/api/access/datafile/3820994,3820994,2018 CCES Competitive Districts Survey dataset.,2020-08-06,Stata 14 Binary,application/x-stata-14,237813470,ce9a1d8f5b6e2ca8ce454d31642009ba,MD5,ce9a1d8f5b6e2ca8ce454d31642009ba,"",doi:10.7910/DVN/BVNZC8/L6UYAK, the heightened importance of racism and sexism in the 2018 u.s. midterm elections,3820993,10.7910/DVN/BVNZC8,"Schaffner, Brian, 2020, """"Replication Data for: The Heightened Importance of Racism and Sexism in the 2018 U.S. Midterm Elections"""", https://doi.org/10.7910/DVN/BVNZC8, Harvard Dataverse, V1",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
1974 Election Data_with PID and median earnings.tab,file,https://dataverse.harvard.edu/api/access/datafile/3834035,3834035,"",2020-07-30,Tab-Delimited,text/tab-separated-values,1436625,594fc6464fa70b7998779c8860a11fc8,MD5,594fc6464fa70b7998779c8860a11fc8,UNF:6:BbOj0rmd+j6pTjmwW8tC5g==,doi:10.7910/DVN/RZRIK5/ETKULT, female empowerment and the politics of language evidence using gender-neutral amendments to subnational constitutions,3833461,10.7910/DVN/RZRIK5,"RENY, TYLER, 2020, """"Replication Data for: Female Empowerment and the Politics of Language: Evidence Using Gender-Neutral Amendments to Subnational Constitutions"""", https://doi.org/10.7910/DVN/RZRIK5, Harvard Dataverse, V1, UNF:6:iD5xkCdA9OsTq1+fGk9Ykg== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
Codebook.docx,file,https://dataverse.harvard.edu/api/access/datafile/3843444,3843444,"",2020-06-23,MS Word,application/vnd.openxmlformats-officedocument.wordprocessingml.document,13919,42ebf2f7523ff7a77071f99957881f00,MD5,42ebf2f7523ff7a77071f99957881f00,"",doi:10.7910/DVN/811M8C/DFGK7P, who interacts with whom? drivers of networked welfare governance in europe,3843439,10.7910/DVN/811M8C,"Schrama, Reini Margriet, 2020, """"Replication Data for: Who interacts with whom? Drivers of networked welfare governance in Europe"""", https://doi.org/10.7910/DVN/811M8C, Harvard Dataverse, V1",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
00_Codebook_VoterResponseDataset.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3857128,3857128,Codebook,2020-08-11,Adobe PDF,application/pdf,53932,e4d0b93fd925649011bcae18bf5dc86d,MD5,e4d0b93fd925649011bcae18bf5dc86d,"",doi:10.7910/DVN/VHS0J3/XPQFXG, voter responses to fiscal austerity,3857114,10.7910/DVN/VHS0J3,"Hübscher, Evelyne, 2020, """"Replication Data for """"Voter Responses to Fiscal Austerity"""""""", https://doi.org/10.7910/DVN/VHS0J3, Harvard Dataverse, V1, UNF:6:ethhVKU3C3s18/x8maM7fA== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
calculation_confirmatory_plot.tab,file,https://dataverse.harvard.edu/api/access/datafile/3873797,3873797,"",2020-07-20,Tab-Delimited,text/tab-separated-values,5701,be825fbad73216312ff0fd6ef98e767e,MD5,be825fbad73216312ff0fd6ef98e767e,UNF:6:V48N/r5JzBKix1P6cpJ6Bw==,doi:10.7910/DVN/SMRBPN/QMHOKN, it’s all about solidarity stupid! how solidarity frames structure the party political sphere,3873777,10.7910/DVN/SMRBPN,"Thijssen, Peter, 2020, """"Replication Data for: It’s All About Solidarity Stupid! How Solidarity Frames Structure the Party Political Sphere"""", https://doi.org/10.7910/DVN/SMRBPN, Harvard Dataverse, V1, UNF:6:nMcxXiWWcWm/WZw15Gg2nw== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
1.R,file,https://dataverse.harvard.edu/api/access/datafile/4003379,4003379,"",2020-08-11,R Syntax,type/x-r-syntax,17926,a7ffe7ae698fd58d6a7ebbcef7fd3793,MD5,a7ffe7ae698fd58d6a7ebbcef7fd3793,"",doi:10.7910/DVN/KWS9UD/SEBFNT, repression and dissent in contemporary catalonia,4003356,10.7910/DVN/KWS9UD,"Laia Balcells; Spencer Dorsey; Juan Tellez, 2020, """"Replication Data for: Repression and Dissent in Contemporary Catalonia"""", https://doi.org/10.7910/DVN/KWS9UD, Harvard Dataverse, V1, UNF:6:5OZNokD20b7rMluelLg+Rg== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
1_create_tweet_counts.R,file,https://dataverse.harvard.edu/api/access/datafile/4027744,4027744,"",2020-08-23,R Syntax,type/x-r-syntax,13326,a50e5d76ee6bd0c2c66195892bcbb022,MD5,a50e5d76ee6bd0c2c66195892bcbb022,"",doi:10.7910/DVN/8PMMVT/OWOBJC, political knowledge and misinformation in the era of social media evidence from the 2015 u.k. election,4027727,10.7910/DVN/8PMMVT,"Munger, Kevin, 2020, """"Replication Data for: Political Knowledge and Misinformation in the Era of Social Media: Evidence from the 2015 U.K. Election"""", https://doi.org/10.7910/DVN/8PMMVT, Harvard Dataverse, V1, UNF:6:ioQl80Kjaoduzl5LRZv7Bg== [fileUNF]",BJPolS,,"",British Journal of Political Science Dataverse,2015-03-04T14:26:08Z
Replication.zip,file,https://dataverse.harvard.edu/api/access/datafile/2498756,2498756,"",2014-09-03,ZIP Archive,application/zip,11885658,ec689b4cfd5a6566e69f052c4c0037e5,MD5,ec689b4cfd5a6566e69f052c4c0037e5,"",doi:10.7910/DVN/27258/8LZPZF, democracy is good for the poor a procedural replication of ross (2006),61035,10.7910/DVN/27258,"Martel García, Fernando, 2014, """"Replication data for: Democracy is Good for the Poor: A Procedural Replication of Ross (2006)"""", https://doi.org/10.7910/DVN/27258, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
hidalgo_driscoll_2014_replication.R,file,https://dataverse.harvard.edu/api/access/datafile/2465190,2465190,Replication Code,2014-05-02,Plain Text,text/plain; charset=US-ASCII,20676,18276776ffe4ec2cf106abda778cbd1e,MD5,18276776ffe4ec2cf106abda778cbd1e,"",doi:10.7910/DVN/25637/H2R2F3, intended and unintended consequences of democracy promotion assistance to georgia after the rose revolution,61036,10.7910/DVN/25637,"Driscoll, Jesse; Hidalgo, F. Daniel, 2014, """"Replication data for: Intended and Unintended Consequences of Democracy Promotion Assistance to Georgia After The Rose Revolution"""", https://doi.org/10.7910/DVN/25637, Harvard Dataverse, V1, UNF:5:BrmZ42hTTO/j2cTrVCKSQg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
RAP_data_1.csv,file,https://dataverse.harvard.edu/api/access/datafile/2499752,2499752,"",2014-09-28,Plain Text,text/plain; charset=US-ASCII,128392,6413e319c031807a839c11181759d344,MD5,6413e319c031807a839c11181759d344,"",doi:10.7910/DVN/27379/MELCJG,civil war and the severity of militarized interstate disputes,61037,10.7910/DVN/27379,"Reeder, Bryce W., 2014, """"Civil War and the Severity of Militarized Interstate Disputes"""", https://doi.org/10.7910/DVN/27379, Harvard Dataverse, V2",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Figure 1 - Zigerell - Inferential Selection Bias in a Study of Racial Bias.txt,file,https://dataverse.harvard.edu/api/access/datafile/2527255,2527255,	 R code for Figure 1,2014-12-20,Plain Text,text/plain; charset=US-ASCII,1088,658b8e8f99bda958287d5b40fc6d9ad0,MD5,658b8e8f99bda958287d5b40fc6d9ad0,"",doi:10.7910/DVN/28372/YBGZB6,inferential selection bias in a study of racial bias revisiting working twice as hard to get half as far,61039,10.7910/DVN/28372,"Zigerell, L.J, 2014, """"Inferential Selection Bias in a Study of Racial Bias: Revisiting """"Working Twice as Hard to Get Half as Far"""""""", https://doi.org/10.7910/DVN/28372, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Figure 1 Coefficient Graph.docx,file,https://dataverse.harvard.edu/api/access/datafile/2549147,2549147,"",2015-05-01,MS Word,application/vnd.openxmlformats-officedocument.wordprocessingml.document,16974,029517ad8c0cd628dc0a7794767e769e,MD5,029517ad8c0cd628dc0a7794767e769e,"",doi:10.7910/DVN/29945/RFEOZN, is the gender citation gap in international relations driven by elite articles?,61040,10.7910/DVN/29945,"Zigerell, L.J, 2015, """"Replication data for: Is the Gender Citation Gap in International Relations Driven by Elite Articles?"""", https://doi.org/10.7910/DVN/29945, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Ziller R&P_Replication (Stata).zip,file,https://dataverse.harvard.edu/api/access/datafile/2504451,2504451,"",2014-10-26,ZIP Archive,application/zip,3903487,5ae30cf5f3e1e246bdb118196ee87f32,MD5,5ae30cf5f3e1e246bdb118196ee87f32,"",doi:10.7910/DVN/27676/YRBKIF,societal implications of antidiscrimination policy in europe,61041,10.7910/DVN/27676,"Ziller, Conrad, 2014, """"Societal Implications of Antidiscrimination Policy in Europe"""", https://doi.org/10.7910/DVN/27676, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
2012CongressionalResults_GoedertR&P2014.tab,file,https://dataverse.harvard.edu/api/access/datafile/2455447,2455447,"",2014-01-22,Tab-Delimited,text/tab-separated-values,4976,986187da7e0519e98bc2fcbf04c6de2e,MD5,986187da7e0519e98bc2fcbf04c6de2e,UNF:5:YjyYG87bfRGGyhAMiri5UA==,doi:10.7910/DVN/24354/UREEYH,gerrymandering or geography? how democrats won the popular vote but lost the congress in 2012,61042,10.7910/DVN/24354,"Goedert, Nicholas, 2014, """"Gerrymandering or Geography?: How Democrats Won the Popular Vote but Lost the Congress in 2012"""", https://doi.org/10.7910/DVN/24354, Harvard Dataverse, V1, UNF:5:+NyAuf86FhhtePLctd2MFg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
order_in_chaos_replication.do,file,https://dataverse.harvard.edu/api/access/datafile/2500049,2500049,"",2014-09-28,Stata Syntax,text/x-stata-syntax; charset=US-ASCII,9635,0128ca3243ca79c143d5edd4e2350b18,MD5,0128ca3243ca79c143d5edd4e2350b18,"",doi:10.7910/DVN/27444/2DS55T, order in chaos ballot order effects in a post-conflict election?,61043,10.7910/DVN/27444,"Hansen, Bertel Teilfeldt; Olsen, Asmus Leth, 2014, """"Replication data for: Order in Chaos: Ballot Order Effects in a Post-Conflict Election?"""", https://doi.org/10.7910/DVN/27444, Harvard Dataverse, V1, UNF:5:Ahb9FWPS+xn31Yw1LIRLIQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
