file_in,title,context
10.1017_s0043887110000195,Looking like a winner: candidate appearance and electoral success in new democracies," and true ability in greater detail in the online supporting materials, at http://web.mit.edu/polisci/research/glenz/wp_faces_sm.pdf. 10 keating, randall, and kendrick 1999; todorov et al. 2005; johns and shephard 2008. 11 little et al. 2007; keating, randall, and kendrick 1999."
10.1017_s004388711200024x,Regional organizations and international politics: japanese influence over the asian development bank and the un security council,"n to the unsc, the 78 the authors have provided a supplemental appendix along with their data set and replication materials, all of which are available at http://scholar.harvard.edu/danielyewmaolim/publications. see lim and vreeland 2012. 79 as china is a permanent unsc member, we do not code temporary unsc membership 1. when we do, the main results hold (a"
10.1017_s004388711400001x,Political machines at work voter mobilization and electoral subversion in the workplace,"rkets may be especially prone to autocratic rule. supplementary material supplementary material for this article can be found at http://dx.doi.org/10.1017 /s004388711400001x. references abramowitz, alan i. 1988.“an improved model for predicting presidential elec- tion outcomes.” ps: political science and politics 21 (december): 843"
10.1017_s0043887114000021,Electoral rules or electoral leverage? Explaining muslim representation in england,"3.5) percent, respectively (p = .975). 54 see the supplementary material, dancygier 2014. https://doi.org/10.1017/s0043887114000021 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 14:52:54, subject to the cambridge core terms of use, available "
10.1017_s0043887114000021,Electoral rules or electoral leverage? Explaining muslim representation in england,"and political incorporation more broadly defined. supplementary material supplementary material for this article can be found at http://dx.doi.org/10.1017 /s0043887114000021. references adida, claire, david laitin, and marie-anne valfort. 2010. “identifying barriers to muslim integration in france.” proceedings of the national acad"
10.1017_s0043887114000021,Electoral rules or electoral leverage? Explaining muslim representation in england," comparative politics 46, no. 1: 1–21. ———. 2014. supplementary material. at http://dx.doi.org/10.1017/s004388 7114000021. darcy, r., susan welch, and janet clarke. 1985. “women candidates in single- and multi-member districts: american state legislative races.” social science qua"
10.1017_s0043887114000033,My child will be a citizen: intergenerational motives for naturalization,"hich the family shapes political decision making. supplementary material supplementary material for this article can be found at http://dx.doi.org/10.1017 /s0043887114000033. references adida, claire l., david d. laitin, and marie-anne valfort. 2010. “identifying barriers to muslim integration in france.” proceedings of the nationa"
10.1017_s0043887114000033,My child will be a citizen: intergenerational motives for naturalization,"iew 89, no. 2 (june): 421–33. street, alex. 2014. supplementary material. at http://dx.doi.org/10.1017s0043 887114000033. thränhardt, dietrich. 2008. einbürgerung: rahmenbedingungen, motive und per- spektiven des erwerbs der deutschen staatsangehörigkeit [naturalization: con- diti"
10.1017_s0043887114000045,How aid targets votes: the impact of electoral incentives on foreign aid distribution,"heir advice and their generosity with their data. supplementary material and replication information is available at http://dx.doi.org/10.1017/s0043887114000045. 1 human rights watch 2010. 2 world bank 2011. world politics 66, no. 2 (april 2014), 293–330 copyright © 2014 trustees of princeton university doi: 10.1017/s00"
10.1017_s0043887114000045,How aid targets votes: the impact of electoral incentives on foreign aid distribution,"of aid misallocation, such as that explored here. supplementary material supplementary material for this article can be found at http://dx.doi.org/10.1017 /s0043887114000045. references ahmed, faisal z. 2012. “the perils of unearned foreign income: aid, remit- tances, and government survival.” american political science review 106,"
10.1017_s0043887114000045,How aid targets votes: the impact of electoral incentives on foreign aid distribution," -ways-putting-pressure-0. jablonski, ryan. 2014. supplementary material. at http://dx.doi.org/10.1017 /s0043887114000045. keefer, philip, and razvan vlaicu. 2008. “democracy, credibility, and clien- telism.” journal of law, economics, and organization 24, no. 2: 371–406. kitschel"
