file_in	title	journal	data_count	quant_count
10.1177_0002716211421112	Diversity within reach	The ANNALS of the American Academy of Political and Social Science	4	1
10.1002_polq.12858	Over the horizon: time, uncertainty, and the rise of great powers by david m.edelstein. Ithaca, ny, cornell university press, 2017. 220 pp. $45.00.	Political Science Quarterly	0	0
10.1017_s1537592719002792	Chains of persuasion: a framework for religion in democracy. By benjamin r. Hertzberg. New york: oxford university press, 2019. 224p. $65.00 cloth.	Perspectives on Politics	3	0
10.1111_jcms.13117	European variations as a key to cooperation, by e. Hirschballin, e.cerimovic, h.dijstelbloem and m.segers (springer international, 2020, isbn 9783030328931); xx+177pp., open access	JCMS: Journal of Common Market Studies	0	0
10.1080_13523260.2012.727691	The politics of space security: strategic restraint and the pursuit of national interests	Contemporary Security Policy	0	0
10.1177_1940161218786786	Start spreading the news: a comparative experiment on the effects of populist communication on political engagement in sixteen european countries	The International Journal of Press/Politics	51	19
10.1177_1465116519897835	Trust spillovers among national and european institutions	European Union Politics	28	28
10.1017_s0022381610001106	The quality of democracy in eastern europe: public preferences and policy reforms. By andrew roberts. (Cambridge university press, 2010.)	The Journal of Politics	2	3
10.1177_1354068809341055	Fear of the political consultant	Party Politics	2	3
10.1111_padm.12147	Mapping the policy state	Public Administration	1	2
10.1162_jcws_r_00569			5	2
10.1007_s11558-016-9254-z	Examining the role of region and elections on representation in the un security council	The Review of International Organizations	81	911
10.1016_j.marpol.2012.06.020	Multilevel governance and management of shared stocks with integrated markets: the european anchovy case	Marine Policy	37	5
10.1080_13533312.2016.1139460	Intervention as a social practice: knowledge formation and transfer in the everyday of police missions	International Peacekeeping	0	0
10.1017_s1537592719002524	A discussion of kathryn sikkink's evidence for hope: making human rights work in the 21st century	Perspectives on Politics	1	4
10.1016_j.postcomstud.2013.03.002	Economic reasons for the break-up of yugoslavia	Communist and Post-Communist Studies	34	3
10.1017_s1537592712001132	Privatization, marketization, and neoliberalism�the political dynamics of post-katrina new orleans	Perspectives on Politics	0	0
10.1086_695342	Leadership organizations in the house of representatives: party participation and partisan politics. By scott r. Meinke. Ann arbor: university of michigan press, 2016.	The Journal of Politics	0	0
10.1093_isr_vix002	When less is more: constructing a parsimonious concept of interstate peace for quantitative analysis	International Studies Review	19	91
10.1111_jcms.12346	From summitry to eu government: an agenda formation perspective on the european council	JCMS: Journal of Common Market Studies	13	16
10.1177_0096340214546832	California's energy and climate policy: a full plate, but perhaps not a model policy	Bulletin of the Atomic Scientists	2	0
10.1016_j.postcomstud.2015.01.001	Selections before elections: double standards in implementing election registration procedures in russia?	Communist and Post-Communist Studies	5	2
10.1057_s41311-020-00230-y	Twenty years after: assessing the consequences of enlargement for the nato military alliance	International Politics	5	1
10.1111_ropr.12256	Coping with institutional fragmentation? Competition and convergence between boundary organizations in the global response to polio	Review of Policy Research	8	8
10.1111_jcms.13018	European social partners as gender equality actors in eu social and economic governance	JCMS: Journal of Common Market Studies	0	2
10.1017_s1049096514000699	Higher education and world politics	PS: Political Science & Politics	30	2
10.1111_j.1528-3585.2011.00450.x	On teaching ethics in international relations: questions and answers	International Studies Perspectives	0	0
10.1093_jopart_mut044	Statistics: not only how but also why and when	Journal of Public Administration Research and Theory	17	61
10.1111_j.1468-2346.2012.01056.x	Towards a mighty union: how to create a democratic european superpower	International Affairs	0	1
10.1080_23812346.2018.1430998	Coping with growth in china: comparing models of development in guangdong and chongqing	Journal of Chinese Governance	32	6
10.1017_s1755773918000115	Punctuated equilibrium in democracy and autocracy: an analysis of hungarian budgeting between 1868 and 2013	European Political Science Review	97	82
10.1017_s1537592712003854	Gender, nationalism, and war: conflict on the movie screen. By matthew evangelista. New york: cambridge university press, 2011. 304p. $94.00 cloth, $34.99 paper. - the politics of state feminism: innovation in comparative research. By dorothy e. Mcbride and amy g. Mazur. Philadelphia: temple university press, 2010. 318p. $74.50 cloth, $32.95 paper.	Perspectives on Politics	1	0
10.1016_j.marpol.2009.04.012	Fishing institutions: addressing regulative, normative and cultural-cognitive elements to enhance fisheries management	Marine Policy	4	2
10.1017_s1537592713000157	Has violence declined in world politics?	Perspectives on Politics	19	0
10.1080_13533312.2013.761825	Different paths of reconstruction: military reform in post-war sierra leone and liberia	International Peacekeeping	1	0
10.1017_s0260210511000428	Checks and balances of risk management: precautionary logic and the judiciary	Review of International Studies	0	1
10.1177_0096340214563678	Frank von hippel, scientist in the public interest	Bulletin of the Atomic Scientists	0	0
10.1177_0305829815578769	On movies, matrices and scope: some remarks on ptj's keynote	Millennium: Journal of International Studies	0	0
10.1093_fpa_orz013	A transatlantic secular divide? The representation of religion in eu and us foreign policy	Foreign Policy Analysis	7	0
10.1177_1465116514560066	Openness and censorship in the european union: an interrupted time series analysis	European Union Politics	82	261
10.1177_0022343313484347	Introducing the ucdp georeferenced event dataset	Journal of Peace Research	75	2
10.1111_post.2015.63.issue-1	""	Political Studies	0	0
10.1525_curh.2014.113.763.171	Can africa turn from recovery to development?	Current History	0	0
10.1177_0002716214541048	Evaluating impacts of performance funding policies on student outcomes in higher education	The ANNALS of the American Academy of Political and Social Science	14	943
10.1017_s0260210521000152	Reappraising the chinese school of international relations: a postcolonial perspective	Review of International Studies	0	5
10.1007_s11127-018-0529-1	Is there a selection bias in roll call votes? Evidence from the european parliament	Public Choice	23	725
10.1093_ia_iiaa026	A history of yugoslavia	International Affairs	0	0
10.1016_j.marpol.2012.02.003	An environmental assessment of risk in achieving good environmental status to support regional prioritisation of management in europe	Marine Policy	21	1
10.1093_ejil_chy024	Leaders in the expansive and restrictive interpretation of investment treaties: a descriptive study of isds awards to 2010	European Journal of International Law	21	39
10.1093_poq_nfu071	Front_cover	Public Opinion Quarterly	0	0
10.1093_ia_iiz020	China and india's development cooperation in africa: the rise of southern powers	International Affairs	6	1
10.1080_0163660x.2019.1693103	Defensive defense: a better way to protect us allies in asia	The Washington Quarterly	0	2
10.1177_002070201006500418	Cold peace	International Journal: Canada's Journal of Global Policy Analysis	0	3
10.1002_poi3.121	Information production and social value for public policy: a conceptual modeling perspective	Policy & Internet	42	2
10.1146_annurev-polisci-062615-031524	Coding the ideological direction and content of policies	Annual Review of Political Science	23	9
10.1093_ia_iiz140	The security implications of fisheries	International Affairs	3	2
10.1177_0032329212441599	One woman helping another	Politics & Society	2	3
10.1093_irap_lcq017	The search for reconciliation: sino-japanese and german-polish relations since world war ii	International Relations of the Asia-Pacific	0	0
10.1111_twec.2013.36.issue-5	""	The World Economy	87	1099
10.1111_pops.12096	Matthew evangelista (2011) gender, nationalism, and war: conflict on the movie screen. New york: cambridge university press. 289 pp.	Political Psychology	0	0
10.1002_j.1538-165x.2012.tb01136.x	Eclipse: living in the shadow of china's economic dominance by arvind subramanian.	Political Science Quarterly	0	0
10.1086_694396	Off-cycle and out of office: election timing and the incumbency advantage	The Journal of Politics	47	95
10.1080_19460171.2011.606303	Introduction	Critical Policy Studies	0	0
10.1111_fpa.12077	How do target leaders survive economic sanctions? The adverse effect of sanctions on private property and wealth	Foreign Policy Analysis	122	646
10.1017_s1049096516000901	Using quantitative methods in industry	PS: Political Science & Politics	2	5
