result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff,clean_result,clean_search,diff2
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1163/19426720-01703001,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,"International authority, deliberative legitimacy, and the responsibilities of states",10.1163/19426720-01604008,0.232390873015873,international authority database,"international authority, deliberative legitimacy, and the responsibilities of states",0.232390873015873
Introduction: African Population and Migration Dataverse,doi:10.7910/DVN/4WQ1IP,"Manning, Patrick",African Population and Migration Dataverse,Introduction: international migration and global governance,10.1163/19426720-01603001,0.217404829163304,introduction african population and migration dataverse,introduction international migration and global governance,0.221632317303631
Replication Data for: Time for a Haircut: Political Regimes and Sovereign Debt Restructurings,doi:10.7910/DVN/INCJ3I,"Mamone, Ignacio",Harvard Dataverse,The politics of regulatory design in the sovereign debt restructuring regime,10.1163/19426720-02503004,0.226120428712627,time for a haircut political regimes and sovereign debt restructurings,the politics of regulatory design in the sovereign debt restructuring regime,0.221828007518797
Beyond the Boundary Dataverse,,NULL,,Beyond the veto,10.1163/19426720-02701003,0.20536398467433,beyond the boundary dataverse,beyond the veto,0.20536398467433
South-South Cooperation - Brazil - Joao A Lima Dataverse,,NULL,,South-south cooperation and change in international organizations,10.1163/19426720-02303008,0.216801106694724,south-south cooperation - brazil - joao a lima dataverse,south-south cooperation and change in international organizations,0.216801106694724
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1163/19426720-02003002,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
erratum.txt,,NULL,,Erratum,10.1111/1758-5899.12508,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1111/1758-5899.12805,0.121212121212121,erratum.txt,erratum,0.121212121212121
The Political Economy of Power-Sharing,,NULL,,The political economy of global business: the case of the brics,10.1111/1758-5899.12062,0.227742559011909,the political economy of power-sharing,the political economy of global business the case of the brics,0.224841039981358
The Political Economy of Power-Sharing,,NULL,,The political economy of 'tax spillover': a new multilateral framework,10.1111/1758-5899.12655,0.240601503759398,the political economy of power-sharing,the political economy of 'tax spillover' a new multilateral framework,0.2381860448222
Introduction: African Population and Migration Dataverse,doi:10.7910/DVN/4WQ1IP,"Manning, Patrick",African Population and Migration Dataverse,Introduction: a moment for europeansturm und drang?,10.1111/1758-5899.12009,0.2265677588865,introduction african population and migration dataverse,introduction a moment for europeansturm und drang?,0.231327561327561
Replication Data for: How to Deal With Reverse Causality Using Panel Data? Recommendations for Researchers Based on a Simulation Study,doi:10.7910/DVN/PRXHPM,"c(""Leszczensky, Lars"", ""Wolbring, Tobias"")",How to Deal With Reverse Causality Using Panel Data?,How do domestic regulatory traditions shape csr in large international us and uk firms?,10.1111/1758-5899.12409,0.231732348111658,how to deal with reverse causality using panel data? recommendations for researchers based on a simulation study,how do domestic regulatory traditions shape csr in large international us and uk firms?,0.231732348111658
The Political Economy of Power-Sharing,,NULL,,The political economy of the crisis: the end of an era?,10.1111/1758-5899.12015,0.196674172061169,the political economy of power-sharing,the political economy of the crisis the end of an era?,0.192858234911898
Replication data for: Racing to the Bottom or Climbing to the Top? Economic Globalization and Labor Rights,doi:10.7910/DVN/ISQ0TI,"c(""Layna Mosley"", ""Saika Uno"")",Layna Mosley Dataverse,China and the great doubling: racing to the top or bottom of global labour standards?,10.1111/1758-5899.12252,0.221284624961096,racing to the bottom or climbing to the top? economic globalization and labor rights,china and the great doubling racing to the top or bottom of global labour standards?,0.21792328042328
Replication Data for:  Understanding Segmentation in Rural Electricity Markets: Evidence from India,doi:10.7910/DVN/TDMTRV,"c(""Thomas, Daniel"", ""Agrawal, Shalu"", ""Harish, S P"", ""Mahajan, Aseem"", ""Urpelainen, Johannes"")",Replication material for: Understanding Segmentation in Rural Electricity Markets: Evidence from India,"Understanding american power: conceptual clarity, strategic priorities, and the decline debate",10.1111/1758-5899.12609,0.242374553404789,understanding segmentation in rural electricity markets evidence from india,"understanding american power conceptual clarity, strategic priorities, and the decline debate",0.235876577840112
Center for Global Development Dataverse,,NULL,,Current and future global development goals,10.1111/j.1758-5899.2011.00100.x,0.218793480421387,center for global development dataverse,current and future global development goals,0.218793480421387
Global Nutrition and Health Atlas,,NULL,,Globalization and the politics of health,10.1111/j.1758-5899.2011.00085.x,0.218277603622431,global nutrition and health atlas,globalization and the politics of health,0.218277603622431
The Political Economy of Power-Sharing,,NULL,,The political economy of ecology: prospects for transforming the world economy at rio plus 20,10.1111/j.1758-5899.2011.00152.x,0.241020307234229,the political economy of power-sharing,the political economy of ecology prospects for transforming the world economy at rio plus 20,0.239578823674934
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/13600826.2012.734286,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/13600820903431938,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Dyad-Year Counts of Transnational Terror Events and Fatalities,doi:10.7910/DVN/O7REVP,"Ryckman, Kirssa",Transnational Terrorism Data Dataverse,"Justice, memory and transnational networks. European and south american entanglements",10.1080/13600826.2019.1598949,0.238245459474112,dyad-year counts of transnational terror events and fatalities,"justice, memory and transnational networks. european and south american entanglements",0.238245459474112
Replication Data for: How democratic is government really? The impact of subnational regime variation on evaluations of democracy,doi:10.7910/DVN/9DCRXA,"Fidalgo, Amanda",Subnational Democracy Dataverse,"The euro, eu social democracy, and international monetary power: a critique of new constitutionalism",10.1080/14747731.2012.658255,0.240681507928174,how democratic is government really? the impact of subnational regime variation on evaluations of democracy,"the euro, eu social democracy, and international monetary power a critique of new constitutionalism",0.237684874931541
George Dataverse,,NULL,,George modelski,10.1080/14747731.2014.951199,0.236111111111111,george dataverse,george modelski,0.236111111111111
erratum.txt,,NULL,,Erratum,10.1080/14747731.2015.1092262,0.121212121212121,erratum.txt,erratum,0.121212121212121
Politics & Gender,,NULL,,Politics of hope,10.1080/14747731.2018.1560694,0.221813725490196,politics & gender,politics of hope,0.221813725490196
foreword.pdf,,NULL,,Foreword,10.1080/14747731.2011.585821,0.111111111111111,foreword.pdf,foreword,0.111111111111111
Replication Data for: Local Incentives and National Tax Evasion: The Response of Illegal Mining to a Tax Reform in Colombia,doi:10.7910/DVN/NML0MG,"c(""Romero, Mauricio"", ""Saavedra, Santiago"")",Illegal Mining in Colombia,Labor and community organizations in alliance? Alternative development visions in the caribbean regions of colombia,10.1080/14747731.2012.739344,0.23290804566118,local incentives and national tax evasion the response of illegal mining to a tax reform in colombia,labor and community organizations in alliance? alternative development visions in the caribbean regions of colombia,0.229805735430157
The Prenatal Response to Face-Like Visual Stimuli,doi:10.7910/DVN/RLIBYV,"Dunn, Kirsty",The Prenatal Response to Visual Stimuli Dataverse,The principles of responsible agricultural investment,10.1080/14747731.2013.760952,0.235492354028053,the prenatal response to face-like visual stimuli,the principles of responsible agricultural investment,0.235492354028053
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/14747731.2014.980033,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
International Organizations' Deliberative Institutional Design,doi:10.7910/DVN/3ASANB,"Panke, Diana",International Organizations’ Diplomatic Deliberative Design Index (DDDI),International organizations beyond depoliticized governance,10.1080/14747731.2017.1370850,0.17869691999271,international organizations' deliberative institutional design,international organizations beyond depoliticized governance,0.17869691999271
Replication Data for: The Effects of Weather on Recreational Fishing Demand and Adaptation: Implications for a Changing Climate,doi:10.7910/DVN/0SXOP2,"c(""Dundas, Steven J."", ""von Haefen, Roger H."")",Journal of the Association of Environmental and Resource Economists Dataverse,"The arctic mineral resource rush and the ontological struggle for the viiankiaapa peatland in sodankylä, finland",10.1080/14747731.2020.1831818,0.23920128335022,the effects of weather on recreational fishing demand and adaptation implications for a changing climate,"the arctic mineral resource rush and the ontological struggle for the viiankiaapa peatland in sodankylä, finland",0.236331930480867
